Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
2398,Aleksandar Sedlar,rs SRB,DF,Alavés,es La Liga,31,1991,10.5,2,0,0,14,4,1,0,13,10,0,1,0,49,17,18,48.6,Matches
2399,Alidu Seidu,gh GHA,DF,Rennes,fr Ligue 1,23,2000,6.6,3,0,0,8,14,1,6,10,9,0,0,0,33,7,5,58.3,Matches
2400,Alidu Seidu,gh GHA,DF,Clermont Foot,fr Ligue 1,23,2000,12.6,5,1,0,20,29,0,4,25,24,0,1,0,107,15,8,65.2,Matches
2401,Nicolas Seiwald,at AUT,MF,RB Leipzig,de Bundesliga,22,2001,8.0,1,0,0,5,1,0,4,8,18,0,0,1,50,6,8,42.9,Matches
2402,Nikola Sekulov,it ITA,FW,Juventus,it Serie A,21,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches
2403,Davie Selke,de GER,FW,Köln,de Bundesliga,28,1995,14.1,3,0,0,24,18,10,4,0,2,0,0,0,9,67,55,54.9,Matches
2404,Matz Sels,be BEL,GK,Nott'ham Forest,eng Premier League,31,1992,16.0,1,0,0,0,3,0,0,0,0,0,0,0,4,3,0,100.0,Matches
2405,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,31,1992,19.0,2,0,0,0,3,0,0,0,0,0,0,0,13,4,0,100.0,Matches
2406,Nélson Semedo,pt POR,"DF,MF",Wolves,eng Premier League,29,1993,34.3,10,1,0,48,30,1,80,36,48,0,2,0,188,22,27,44.9,Matches
2407,Vivaldo Semedo,pt POR,FW,Udinese,it Serie A,18,2005,0.1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,,Matches
2408,Antoine Semenyo,gh GHA,FW,Bournemouth,eng Premier League,23,2000,23.4,6,0,0,43,24,3,45,6,17,1,0,0,111,52,81,39.1,Matches
2409,Marvin Senaya,tg TOG,"DF,MF",Strasbourg,fr Ligue 1,22,2001,23.8,5,1,1,36,52,0,79,41,53,0,1,0,83,41,28,59.4,Matches
2410,Marcos Senesi,ar ARG,DF,Bournemouth,eng Premier League,26,1997,24.9,13,0,0,41,11,0,25,35,32,0,0,0,164,37,40,48.1,Matches
2411,Stefano Sensi,it ITA,MF,Inter,it Serie A,27,1995,0.5,0,0,0,0,1,0,1,1,1,0,0,0,3,0,0,,Matches
2412,Suat Serdar,de GER,MF,Hellas Verona,it Serie A,26,1997,18.4,7,0,0,40,18,0,9,20,39,0,0,0,109,22,21,51.2,Matches
2413,Benjamin Šeško,si SVN,FW,RB Leipzig,de Bundesliga,20,2003,17.0,0,0,0,14,10,12,4,3,5,0,0,0,28,38,29,56.7,Matches
2414,Kevin Sessa,de GER,"MF,FW",Heidenheim,de Bundesliga,23,2000,11.2,1,0,0,16,20,1,20,4,10,0,0,0,75,14,16,46.7,Matches
2415,Aaron Seydel,de GER,FW,Darmstadt 98,de Bundesliga,27,1996,6.9,1,0,0,9,7,2,1,1,2,0,0,0,14,45,31,59.2,Matches
2416,Andres Sfait,ro ROU,"DF,MF",Salernitana,it Serie A,18,2004,0.3,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,,Matches
2417,Stephan El Shaarawy,it ITA,"FW,DF",Roma,it Serie A,30,1992,19.3,2,0,0,14,28,8,17,13,13,0,0,0,83,9,15,37.5,Matches
2418,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,28,1995,10.7,6,0,0,14,3,0,33,6,8,0,0,0,59,13,10,56.5,Matches
2419,James Shea,eng ENG,GK,Luton Town,eng Premier League,32,1991,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
2420,Eldor Shomurodov,uz UZB,"FW,MF",Cagliari,it Serie A,28,1995,10.4,1,0,0,11,11,2,7,4,4,0,0,0,38,21,44,32.3,Matches
2421,Steven Shpendi,al ALB,"FW,MF",Empoli,it Serie A,20,2003,4.6,0,0,0,12,13,4,0,1,0,0,0,0,13,3,18,14.3,Matches
2422,Sofiane Sidi Ali,fr FRA,MF,Marseille,fr Ligue 1,28,1995,0.2,0,0,0,1,0,0,0,2,0,0,0,0,2,0,1,0.0,Matches
2423,Vincent Sierro,ch SUI,MF,Toulouse,fr Ligue 1,27,1995,25.1,8,0,0,52,47,3,111,27,24,2,0,0,137,30,32,48.4,Matches
2424,Tim Siersleben,de GER,DF,Heidenheim,de Bundesliga,23,2000,10.1,1,0,0,16,5,0,1,21,11,0,2,0,59,13,11,54.2,Matches
2425,Kiliann Sildillia,fr FRA,DF,Freiburg,de Bundesliga,21,2002,20.1,2,1,0,29,10,4,37,22,19,0,0,0,107,32,37,46.4,Matches
2426,André Silva,pt POR,FW,Real Sociedad,es La Liga,27,1995,8.1,1,0,0,14,8,4,0,1,2,0,0,0,22,12,18,40.0,Matches
2427,Bernardo Silva,pt POR,"MF,FW",Manchester City,eng Premier League,28,1994,28.6,8,0,0,22,26,3,83,17,23,0,0,0,102,2,9,18.2,Matches
2428,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,26,1997,6.9,0,0,0,2,2,1,36,6,7,0,0,0,37,2,5,28.6,Matches
2429,Fábio Silva,pt POR,FW,Wolves,eng Premier League,21,2002,2.9,2,0,0,8,4,5,0,2,4,0,1,0,15,2,5,28.6,Matches
2430,Rui Silva,pt POR,GK,Betis,es La Liga,29,1994,27.5,4,0,0,2,7,0,0,1,0,0,2,1,41,10,3,76.9,Matches
2431,Thiago Silva,br BRA,DF,Chelsea,eng Premier League,38,1984,28.1,4,0,0,10,8,1,4,26,15,0,0,0,140,51,26,66.2,Matches
2432,Marco Silvestri,it ITA,GK,Udinese,it Serie A,32,1991,17.0,0,0,0,0,1,0,0,0,0,0,0,0,20,2,3,40.0,Matches
2433,Mohamed Simakan,fr FRA,DF,RB Leipzig,de Bundesliga,23,2000,23.8,8,0,0,35,25,3,18,29,29,1,1,0,113,60,36,62.5,Matches
2434,Giovanni Simeone,ar ARG,FW,Napoli,it Serie A,28,1995,8.9,3,0,0,12,13,6,6,1,4,1,0,0,21,21,22,48.8,Matches
2435,Giuliano Simeone,ar ARG,FW,Alavés,es La Liga,20,2002,7.0,1,0,0,11,6,2,14,5,5,1,0,0,37,2,10,16.7,Matches
2436,Jan-Carlo Simic,rs SRB,DF,Milan,it Serie A,18,2005,1.6,0,0,0,2,0,0,0,0,1,0,0,0,4,2,2,50.0,Matches
2437,Moses Simon,ng NGA,"FW,MF",Nantes,fr Ligue 1,28,1995,19.9,0,0,0,14,29,4,114,3,5,1,0,0,51,15,24,38.5,Matches
2438,Unai Simón,es ESP,GK,Athletic Club,es La Liga,26,1997,35.4,2,0,0,0,8,0,0,1,1,0,0,1,58,10,1,90.9,Matches
2439,Xavi Simons,nl NED,MF,RB Leipzig,de Bundesliga,20,2003,29.5,11,1,1,32,70,1,76,16,17,2,0,0,167,19,17,52.8,Matches
2440,Wilfried Singo,ci CIV,DF,Monaco,fr Ligue 1,22,2000,24.3,8,1,0,36,37,2,21,51,25,0,0,1,199,63,29,68.5,Matches
2441,Luis Sinisterra,co COL,"FW,MF",Bournemouth,eng Premier League,24,1999,7.8,0,0,0,11,6,4,11,8,12,0,0,0,47,16,20,44.4,Matches
2442,Daley Sinkgraven,nl NED,DF,Las Palmas,es La Liga,28,1995,4.2,0,1,0,4,5,0,5,6,5,0,1,0,17,5,1,83.3,Matches
2443,Jailson Siqueira,br BRA,"DF,MF",Celta Vigo,es La Liga,27,1995,10.0,1,0,0,13,13,0,4,12,18,0,0,0,61,17,25,40.5,Matches
2444,Ayanda Sishuba,be BEL,"MF,FW",Lens,fr Ligue 1,18,2005,0.7,0,0,0,3,4,0,0,0,1,0,0,0,3,0,0,,Matches
2445,Ibrahima Sissoko,ml MLI,MF,Strasbourg,fr Ligue 1,25,1997,18.2,7,0,0,44,14,0,2,19,33,0,0,0,108,29,20,59.2,Matches
2446,Moussa Sissoko,fr FRA,MF,Nantes,fr Ligue 1,33,1989,20.2,7,0,0,40,3,2,18,12,16,0,0,0,114,14,23,37.8,Matches
2447,Antonio Sivera,es ESP,GK,Alavés,es La Liga,26,1996,34.0,3,0,0,0,2,0,0,0,0,0,0,0,23,7,1,87.5,Matches
2448,Tim Skarke,de GER,"FW,DF",Darmstadt 98,de Bundesliga,26,1996,26.7,7,0,0,31,40,17,94,6,16,0,0,0,125,11,50,18.0,Matches
2449,Ellyes Skhiri,tn TUN,MF,Eint Frankfurt,de Bundesliga,28,1995,24.1,1,0,0,14,18,3,4,39,24,0,0,0,160,31,25,55.4,Matches
2450,Oliver Skipp,eng ENG,"MF,DF",Tottenham,eng Premier League,22,2000,7.9,3,0,0,8,12,0,1,3,12,0,0,0,36,3,10,23.1,Matches
2451,Leo Skiri Østigård,no NOR,DF,Napoli,it Serie A,23,1999,18.1,3,0,0,12,12,1,2,16,12,0,0,0,78,58,25,69.9,Matches
2452,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,32,1991,32.0,2,0,0,0,4,0,0,1,2,0,0,0,34,1,2,33.3,Matches
2453,Robert Skov,dk DEN,"DF,FW",Hoffenheim,de Bundesliga,27,1996,14.0,2,0,0,15,20,1,70,10,16,0,0,0,71,13,9,59.1,Matches
2454,Milan Škriniar,sk SVK,DF,Paris S-G,fr Ligue 1,28,1995,18.1,1,0,0,14,10,0,1,12,18,0,0,0,111,25,26,49.0,Matches
2455,Naatan Skyttä,fi FIN,"MF,FW",Toulouse,fr Ligue 1,21,2002,1.3,0,0,0,1,2,0,2,0,4,0,0,0,10,0,3,0.0,Matches
2456,Chris Smalling,eng ENG,DF,Roma,it Serie A,33,1989,4.3,0,0,0,1,3,0,0,5,1,0,0,0,22,22,7,75.9,Matches
2457,Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,32,1991,23.9,6,0,0,30,22,1,39,21,23,0,2,0,92,18,22,45.0,Matches
2458,Emile Smith Rowe,eng ENG,MF,Arsenal,eng Premier League,23,2000,3.9,0,0,0,5,2,0,1,3,1,0,0,0,15,3,5,37.5,Matches
2459,Hrvoje Smolčić,hr CRO,DF,Eint Frankfurt,de Bundesliga,22,2000,3.9,0,0,0,3,2,0,0,6,3,0,0,0,20,14,12,53.8,Matches
2460,Cédric Soares,pt POR,DF,Arsenal,eng Premier League,31,1991,0.7,0,0,0,0,1,0,4,0,0,0,0,0,3,0,1,0.0,Matches
2461,Danilo Soares,br BRA,DF,Bochum,de Bundesliga,31,1991,3.9,0,0,0,5,5,0,3,7,6,0,0,0,35,4,7,36.4,Matches
2462,Eduard Sobol,ua UKR,DF,Strasbourg,fr Ligue 1,28,1995,0.3,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,,Matches
2463,Rubén Sobrino,es ESP,"MF,FW",Cádiz,es La Liga,31,1992,18.3,8,1,0,46,31,7,22,16,28,0,0,0,112,22,22,50.0,Matches
2464,Andrea Sodero,it ITA,MF,Empoli,it Serie A,18,2004,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Matches
2465,Emran Soglo,fr FRA,"MF,DF",Marseille,fr Ligue 1,18,2005,1.2,1,0,0,2,2,1,5,1,1,0,0,0,7,0,1,0.0,Matches
2466,Alex Sola,es ESP,"FW,MF",Alavés,es La Liga,24,1999,14.0,2,0,0,11,28,10,84,11,15,0,1,0,79,16,18,47.1,Matches
2467,Alex Sola,es ESP,"DF,MF",Real Sociedad,es La Liga,24,1999,0.3,0,0,0,2,2,0,0,1,0,0,0,0,2,2,0,100.0,Matches
2468,Dominic Solanke,eng ENG,FW,Bournemouth,eng Premier League,25,1997,36.9,3,0,0,42,45,16,6,7,11,1,0,0,97,97,135,41.8,Matches
2469,Ola Solbakken,no NOR,FW,Roma,it Serie A,24,1998,0.3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0.0,Matches
2470,Carlos Soler,es ESP,"MF,DF",Paris S-G,fr Ligue 1,26,1997,12.1,1,0,0,11,10,1,23,5,10,0,0,0,55,6,6,50.0,Matches
2471,Jhon Solis,co COL,MF,Girona,es La Liga,18,2004,4.3,0,0,0,10,5,0,0,8,8,0,0,0,22,6,12,33.3,Matches
2472,Manor Solomon,il ISR,FW,Tottenham,eng Premier League,24,1999,2.2,1,0,0,2,1,1,5,3,3,0,0,0,11,0,1,0.0,Matches
2473,Daniele Sommariva,it ITA,GK,Genoa,it Serie A,26,1997,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches
2474,Yann Sommer,ch SUI,GK,Inter,it Serie A,34,1988,34.0,1,0,0,1,1,0,0,0,1,0,1,0,43,3,1,75.0,Matches
2475,Brandon Soppy,fr FRA,DF,Torino,it Serie A,21,2002,2.0,0,0,0,4,6,0,3,0,2,0,0,0,14,0,1,0.0,Matches
2476,David Soria,es ESP,GK,Getafe,es La Liga,30,1993,37.9,3,0,0,1,2,0,0,0,0,0,1,0,52,3,0,100.0,Matches
2477,Alberto Soro,es ESP,MF,Granada,es La Liga,24,1999,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,Matches
2478,Alessandro Sorrentino,it ITA,GK,Monza,it Serie A,21,2002,6.1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,,Matches
2479,Borna Sosa,hr CRO,"FW,DF",Stuttgart,de Bundesliga,25,1998,0.5,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,,Matches
2480,Hugo Sotelo,es ESP,MF,Celta Vigo,es La Liga,19,2003,8.0,1,0,0,16,3,0,29,2,17,0,0,0,52,2,7,22.2,Matches
2481,Florian Sotoca,fr FRA,"MF,FW",Lens,fr Ligue 1,32,1990,28.9,4,1,0,28,40,13,95,20,22,0,0,0,98,92,42,68.7,Matches
2482,Riccardo Sottil,it ITA,FW,Fiorentina,it Serie A,24,1999,12.3,1,0,0,8,34,6,46,2,5,0,0,0,44,7,3,70.0,Matches
2483,Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,28,1995,31.9,7,0,0,41,24,10,6,37,35,0,1,0,151,108,78,58.1,Matches
2484,Matìas Soulé,ar ARG,"FW,MF",Frosinone,it Serie A,20,2003,34.7,4,0,0,18,47,1,98,18,27,0,1,1,175,11,44,20.0,Matches
2485,Boubakary Soumaré,fr FRA,MF,Sevilla,es La Liga,24,1999,25.4,10,0,0,33,29,0,3,26,28,0,0,0,148,20,11,64.5,Matches
2486,Issa Soumaré,sn SEN,"FW,MF",Le Havre,fr Ligue 1,22,2000,2.6,0,0,0,6,8,4,2,0,0,0,0,0,8,19,13,59.4,Matches
2487,Vinicius Souza,br BRA,MF,Sheffield Utd,eng Premier League,24,1999,29.6,3,0,0,48,14,2,10,32,76,0,1,0,153,64,38,62.7,Matches
2488,Djibril Sow,ch SUI,MF,Sevilla,es La Liga,26,1997,16.2,6,0,0,27,19,2,5,17,21,0,0,0,73,14,18,43.8,Matches
2489,Saidou Sow,gn GUI,DF,Strasbourg,fr Ligue 1,21,2002,8.0,2,0,0,8,10,0,0,12,12,0,0,0,39,14,8,63.6,Matches
2490,Çağlar Söyüncü,tr TUR,DF,Atlético Madrid,es La Liga,27,1996,1.3,0,1,0,3,1,1,0,1,1,0,1,0,9,1,0,100.0,Matches
2491,Djed Spence,eng ENG,DF,Genoa,it Serie A,22,2000,9.5,1,0,0,7,9,1,12,8,10,0,0,0,46,12,14,46.2,Matches
2492,Stijn Spierings,nl NED,MF,Toulouse,fr Ligue 1,27,1996,16.8,5,0,0,40,18,0,11,26,40,1,0,0,150,15,9,62.5,Matches
2493,Stijn Spierings,nl NED,MF,Lens,fr Ligue 1,27,1996,1.3,2,0,0,5,2,0,1,2,0,0,0,0,5,0,0,,Matches
2494,Leonardo Spinazzola,it ITA,DF,Roma,it Serie A,30,1993,14.6,0,0,0,8,6,1,84,3,7,0,0,0,74,6,6,50.0,Matches
2495,Marco Sportiello,it ITA,GK,Milan,it Serie A,31,1992,7.0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,,Matches
2496,Anton Stach,de GER,MF,Hoffenheim,de Bundesliga,24,1998,25.8,4,0,0,30,41,0,54,72,42,1,0,0,209,52,27,65.8,Matches
2497,Anton Stach,de GER,MF,Mainz 05,de Bundesliga,24,1998,1.9,0,0,0,2,4,0,2,2,0,0,0,0,13,12,9,57.1,Matches
2498,Jens Stage,dk DEN,MF,Werder Bremen,de Bundesliga,26,1996,25.9,5,1,0,49,39,2,10,23,22,1,0,0,165,63,34,64.9,Matches
2499,Benjamin Stambouli,fr FRA,MF,Reims,fr Ligue 1,32,1990,3.2,4,0,0,7,0,0,2,2,7,0,0,0,14,8,4,66.7,Matches
2500,Josip Stanišić,hr CRO,DF,Leverkusen,de Bundesliga,23,2000,14.0,3,0,0,5,7,1,16,9,20,0,0,0,87,12,14,46.2,Matches
2501,Carl Starfelt,se SWE,DF,Celta Vigo,es La Liga,28,1995,24.6,4,0,0,15,10,0,1,34,30,0,1,0,129,72,35,67.3,Matches
2502,Niklas Stark,de GER,DF,Werder Bremen,de Bundesliga,28,1995,12.1,4,0,0,20,16,1,0,19,15,0,1,0,54,29,23,55.8,Matches
2503,Jason Steele,eng ENG,GK,Brighton,eng Premier League,32,1990,17.0,0,0,0,0,1,0,0,0,0,0,0,0,26,1,0,100.0,Matches
2504,Pascal Stenzel,de GER,DF,Stuttgart,de Bundesliga,27,1996,11.8,3,1,1,16,11,0,26,15,8,0,0,0,49,9,17,34.6,Matches
2505,Leonidas Stergiou,ch SUI,DF,Stuttgart,de Bundesliga,21,2002,6.6,0,0,0,5,1,0,12,5,8,0,0,0,27,4,9,30.8,Matches
2506,Raheem Sterling,eng ENG,"FW,MF",Chelsea,eng Premier League,28,1994,22.0,7,0,0,34,41,10,59,13,10,3,0,0,92,2,14,12.5,Matches
2507,Trivante Stewart,jm JAM,"FW,MF",Salernitana,it Serie A,23,2000,1.1,0,0,0,1,0,0,2,0,0,0,0,0,3,2,6,25.0,Matches
2508,Angelo Stiller,de GER,MF,Hoffenheim,de Bundesliga,22,2001,0.9,0,0,0,0,1,0,3,0,0,0,0,0,1,2,0,100.0,Matches
2509,Angelo Stiller,de GER,MF,Stuttgart,de Bundesliga,22,2001,29.9,5,0,0,36,33,0,81,28,33,0,0,0,196,30,30,50.0,Matches
2510,Kevin Stöger,at AUT,MF,Bochum,de Bundesliga,29,1993,29.6,8,0,0,36,63,1,258,19,30,0,0,0,210,8,33,19.5,Matches
2511,Filip Stojilković,ch SUI,"FW,MF",Darmstadt 98,de Bundesliga,23,2000,1.7,1,0,0,3,1,2,3,0,1,0,0,0,4,0,2,0.0,Matches
2512,John Stones,eng ENG,"DF,MF",Manchester City,eng Premier League,29,1994,11.8,2,0,0,4,5,0,5,10,1,0,0,0,46,14,5,73.7,Matches
2513,Thomas Strakosha,al ALB,GK,Brentford,eng Premier League,28,1995,1.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,Matches
2514,Jørgen Strand Larsen,no NOR,FW,Celta Vigo,es La Liga,23,2000,31.8,5,0,0,65,48,21,18,5,11,1,0,0,88,73,82,47.1,Matches
2515,Gabriel Strefezza,br BRA,FW,Lecce,it Serie A,26,1997,12.4,4,0,0,20,37,3,42,7,17,0,0,0,51,4,14,22.2,Matches
2516,Kevin Strootman,nl NED,MF,Genoa,it Serie A,33,1990,13.4,4,0,0,16,6,0,20,7,19,0,0,0,73,7,11,38.9,Matches
2517,Cristhian Stuani,uy URU,FW,Girona,es La Liga,36,1986,8.9,6,0,0,28,7,4,1,5,11,0,0,0,13,25,23,52.1,Matches
2518,Álex Suárez,es ESP,DF,Las Palmas,es La Liga,30,1993,28.5,7,0,0,27,28,3,15,18,36,0,1,1,98,47,47,50.0,Matches
2519,Damián Suárez,uy URU,DF,Getafe,es La Liga,35,1988,14.4,7,1,0,24,12,0,49,10,21,0,1,0,77,9,9,50.0,Matches
2520,Denis Suárez,es ESP,"MF,FW",Villarreal,es La Liga,29,1994,1.5,0,0,0,4,2,1,4,0,0,0,0,0,8,0,1,0.0,Matches
2521,Gabriel Suazo,cl CHI,DF,Toulouse,fr Ligue 1,25,1997,26.2,5,0,0,24,29,3,101,26,32,1,0,0,143,17,20,45.9,Matches
2522,Isaac Success,ng NGA,"FW,MF",Udinese,it Serie A,27,1996,9.8,4,0,0,27,34,1,2,2,4,0,0,0,24,27,31,46.6,Matches
2523,Niklas Süle,de GER,DF,Dortmund,de Bundesliga,27,1995,16.8,0,0,0,9,1,0,2,25,10,0,0,0,83,21,14,60.0,Matches
2524,Ibrahim Sulemana,gh GHA,MF,Cagliari,it Serie A,20,2003,14.9,4,0,0,18,11,1,13,7,14,0,0,0,85,13,19,40.6,Matches
2525,Tomáš Suslov,sk SVK,"MF,FW",Hellas Verona,it Serie A,21,2002,23.2,7,0,0,40,56,1,72,6,30,0,0,0,104,5,12,29.4,Matches
2526,Suso,es ESP,"MF,FW",Sevilla,es La Liga,29,1993,16.9,5,1,0,22,35,3,132,5,17,0,0,0,88,8,9,47.1,Matches
2527,Mattias Svanberg,se SWE,MF,Wolfsburg,de Bundesliga,24,1999,19.1,8,0,0,42,32,2,55,21,17,1,0,0,98,20,11,64.5,Matches
2528,Max Svensson,es ESP,FW,Osasuna,es La Liga,,,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches
2529,Mile Svilar,rs SRB,GK,Roma,it Serie A,23,1999,15.0,1,0,0,0,4,0,0,0,0,0,0,0,19,5,0,100.0,Matches
2530,Williot Swedberg,se SWE,"FW,MF",Celta Vigo,es La Liga,19,2004,4.9,1,0,0,6,11,2,5,0,4,1,0,0,18,5,5,50.0,Matches
2531,Karol Świderski,pl POL,"FW,MF",Hellas Verona,it Serie A,26,1997,5.6,0,0,0,6,13,0,3,1,3,0,0,0,22,10,25,28.6,Matches
2532,Abakar Sylla,ci CIV,DF,Strasbourg,fr Ligue 1,20,2002,19.9,4,0,0,30,4,1,3,26,23,0,0,1,124,32,21,60.4,Matches
2533,Dembo Sylla,gn GUI,DF,Lorient,fr Ligue 1,20,2002,0.5,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,,Matches
2534,Issiaga Sylla,gn GUI,"DF,FW",Montpellier,fr Ligue 1,29,1994,16.2,3,0,0,21,10,3,43,23,17,0,0,0,90,18,15,54.5,Matches
2535,Mamadou Sylla,sn SEN,"FW,MF",Alavés,es La Liga,29,1994,0.2,0,0,0,1,2,0,0,0,0,0,0,0,1,3,3,50.0,Matches
2536,Attila Szalai,hu HUN,DF,Hoffenheim,de Bundesliga,25,1998,3.2,1,0,0,7,0,0,5,1,1,0,0,1,11,5,5,50.0,Matches
2537,Attila Szalai,hu HUN,DF,Freiburg,de Bundesliga,25,1998,1.1,0,0,0,0,0,1,0,1,1,0,0,0,4,2,2,50.0,Matches
2538,Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,33,1990,35.0,1,0,0,1,2,0,0,1,0,0,1,0,38,3,1,75.0,Matches
2539,Dominik Szoboszlai,hu HUN,MF,Liverpool,eng Premier League,22,2000,23.4,1,0,0,29,29,3,113,15,19,2,0,0,171,12,20,37.5,Matches
2540,Przemysław Szymiński,pl POL,MF,Frosinone,it Serie A,29,1994,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
2541,Alexander Sørloth,no NOR,FW,Villarreal,es La Liga,27,1995,27.7,3,0,0,34,19,23,7,0,3,1,0,0,57,80,45,64.0,Matches
2542,Musa Al-Taamari,jo JOR,FW,Montpellier,fr Ligue 1,26,1997,21.4,0,0,0,11,51,8,22,4,16,2,0,0,101,10,19,34.5,Matches
2543,Nicolás Tagliafico,ar ARG,DF,Lyon,fr Ligue 1,30,1992,23.6,7,1,1,37,32,0,40,28,34,1,0,0,76,20,15,57.1,Matches
2544,Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,27,1996,29.2,6,0,0,33,4,1,3,23,9,0,0,0,161,62,22,73.8,Matches
2545,Montassar Talbi,tn TUN,DF,Lorient,fr Ligue 1,25,1998,24.5,2,0,0,18,8,1,3,32,22,0,0,0,116,51,37,58.0,Matches
2546,Yassin Tallal,es ESP,FW,Getafe,es La Liga,18,2005,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,50.0,Matches
2547,Adrien Tameze,cm CMR,"DF,MF",Torino,it Serie A,29,1994,23.8,6,1,0,19,15,0,15,47,16,0,1,0,140,30,39,43.5,Matches
2548,Renato Tapia,pe PER,"MF,DF",Celta Vigo,es La Liga,28,1995,14.9,5,1,1,24,27,1,9,21,29,0,0,0,112,43,33,56.6,Matches
2549,Edmond Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,24,1999,23.2,4,0,0,25,4,1,5,24,25,0,0,0,175,40,38,51.3,Matches
2550,Matt Targett,eng ENG,DF,Newcastle Utd,eng Premier League,27,1995,0.9,1,0,0,0,2,0,0,0,0,0,0,0,5,0,3,0.0,Matches
2551,Oussama Targhalline,ma MAR,MF,Le Havre,fr Ligue 1,21,2002,11.4,4,1,1,13,21,0,8,20,11,0,0,0,68,7,13,35.0,Matches
2552,James Tarkowski,eng ENG,DF,Everton,eng Premier League,30,1992,38.0,11,0,0,45,25,1,6,56,42,0,1,0,186,140,61,69.7,Matches
2553,César Tárrega,es ESP,DF,Valencia,es La Liga,21,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
2554,Jimi Tauriainen,eng ENG,FW,Chelsea,eng Premier League,19,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
2555,Nuno Tavares,pt POR,DF,Nott'ham Forest,eng Premier League,23,2000,5.1,2,0,0,8,2,0,16,1,7,0,0,0,33,3,2,60.0,Matches
2556,Marcus Tavernier,eng ENG,FW,Bournemouth,eng Premier League,24,1999,23.5,3,0,0,20,22,3,116,5,34,0,0,0,142,13,31,29.5,Matches
2557,Elayis Tavsan,nl NED,"MF,FW",Hellas Verona,it Serie A,22,2001,0.6,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,,Matches
2558,Charlie Taylor,eng ENG,DF,Burnley,eng Premier League,29,1993,25.9,8,0,0,20,16,2,71,19,20,0,0,0,106,41,38,51.9,Matches
2559,Marciano Tchami,gw GNB,"FW,MF",Almería,es La Liga,19,2004,0.5,0,0,0,0,0,0,1,0,0,0,0,0,2,4,4,50.0,Matches
2560,Loum Tchaouna,fr FRA,"FW,MF",Salernitana,it Serie A,19,2003,23.3,4,0,0,15,30,6,70,4,10,0,0,0,69,27,66,29.0,Matches
2561,Jackson Tchatchoua,cm CMR,DF,Hellas Verona,it Serie A,21,2001,19.2,2,0,0,18,7,2,64,23,26,0,1,0,84,13,13,50.0,Matches
2562,Enzo Tchato,cm CMR,DF,Montpellier,fr Ligue 1,20,2002,12.5,2,0,0,15,5,0,49,11,17,0,0,0,42,10,11,47.6,Matches
2563,Aurélien Tchouaméni,fr FRA,"MF,DF",Real Madrid,es La Liga,23,2000,22.1,7,0,0,20,22,0,22,28,23,0,0,0,99,51,24,68.0,Matches
2564,Mathys Tel,fr FRA,"FW,MF",Bayern Munich,de Bundesliga,18,2005,11.7,2,0,0,18,15,3,18,6,2,0,0,0,42,14,13,51.9,Matches
2565,Nathan Tella,ng NGA,"DF,MF",Leverkusen,de Bundesliga,24,1999,9.1,2,0,0,11,18,4,27,3,8,2,0,0,30,5,9,35.7,Matches
2566,Nahuel Tenaglia,ar ARG,DF,Alavés,es La Liga,27,1996,12.7,5,0,0,13,14,2,17,12,19,0,0,0,47,25,18,58.1,Matches
2567,Arnau Tenas,es ESP,GK,Paris S-G,fr Ligue 1,22,2001,5.9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,,Matches
